Tweet,total_characters,count_sentences,avg_words_length,count_words,count_unique_words,num_uppercase_chars,num_lowercase_chars,num_uppercase_words,num_lowercase_words,count_punctuations,count_blanks,count_numbers,count_special_characters,coleman_liau_index,gunning_fog,ari,dale_chall_readability,smog_index,linsear_write,flesch_kincaid_grade_level,flesch_reading_ease,Class
"Bela Seshe (@ Inox in Kolkata, West Bengal) https://t.co/6cnW3Zx8dV",67,1,6.555555556,9,9,9,38,0,4,9,8,3,9,24.68444444,8.044444444,12.156,0.4464,8.841846275,0.444444444,1,103.7,1
Check out the Healing Hunter's Heart blog tour from Charlie Cochet and enter for a chance to win a $25 Amazon GC!  http://t.co/pZJ0Kej43W,137,2,4.956521739,23,22,13,88,1,17,8,23,5,8,16.65043478,9.817391304,11.26,1.1408,3.1291,0.52173913,0,114.2407609,1
@JackieKeswick yeh i think i may do this more often. better than store bought ;),80,1,4.4,15,14,2,60,0,13,4,14,0,4,13.58666667,8.666666667,6.812,0.744,8.841846275,0.6,4,90.09,1
right so the rest of dough i may try some rolls or some other bread type thing. recipe said the dough can keep for a bit so yayy,128,1,3.607142857,28,24,0,100,0,28,1,27,0,1,10.02285714,14.05714286,6.765,1.3888,3.1291,0.428571429,5,105.9007143,1
@JackieKeswick yup it did smell quite delish. i've just never tried making bread ever lol. but this recipe was easy so ya mee :),128,2,4.375,24,24,2,97,0,23,6,23,0,6,13.09333333,11.46666667,6.905,1.1904,8.841846275,0.916666667,2,103.005,1
Once again #Israel is on the ground doing amazing work.  https://t.co/sKKq6xvHbE #nepalearthquake,97,2,7.083333333,12,12,6,70,0,12,8,12,1,8,26.79666667,15.73333333,14.43128205,0.5952,8.841846275,0.916666667,2,94.995,1
@1Nicoleromany The stock photo of 'fire' is killing me.,55,1,5.222222222,9,9,2,40,0,7,4,8,1,4,16.84444444,8.044444444,11.33,0.4464,8.841846275,0.555555556,8,56.7,1
Renowned #Criminologist - Dr David Brotherton - Professor of Sociology City University NY  https://t.co/Ot74RxcmSl #tnt #gangs,126,1,6.875,16,15,14,84,1,6,10,16,2,10,28.655,21.4,17.45235294,0.7936,14.55459255,1.1875,8,68.9825,1
An old-school hack for a change - How to crack any Master Lock combination in eight tries or less http://t.co/JZ28d40Ymd,120,1,5.05,20,20,7,83,0,18,7,19,4,7,18,12,10.51,0.992,8.841846275,0.55,3,110.395,1
Asaf Avidan // My Tunnels Are Long And Dark These Days https://t.co/oFt3YdDQSm via @YouTube,91,1,5.571428571,14,14,17,52,0,4,8,13,1,8,20.30571429,14.17142857,10.58,0.6944,3.1291,0.428571429,3,101.9821429,1
I'm just a bit mad http://t.co/W7cYaM8fd9,41,1,6,6,6,4,23,1,8,6,5,3,6,19.44666667,9.066666667,7.234285714,0.2976,3.1291,0,-1,116.145,1
The family http://t.co/JesJoyA7ZX,33,1,10.33333333,3,3,6,19,0,4,5,2,1,5,39.01333333,27.86666667,17.25,0.1488,8.841846275,2,5,62.79,1
Testing Mood Patrol and hopefully for the last time in a while.,63,1,4.333333333,12,12,3,48,0,9,1,11,0,1,12.60333333,8.133333333,8.905,0.5952,8.841846275,0.5,2,103.005,1
RT @krizzy_kalerqui: BURN! ,27,1,8,3,3,6,14,2,1,4,3,0,4,27.25333333,14.53333333,20.89,0.1488,8.841846275,1,5,62.79,1
We really cannot blame them for being too dependent to the government. They don't know of any other way.,104,2,4.526315789,19,19,2,81,0,18,3,18,0,3,13.26947368,10.11578947,8.357368421,0.9424,11.20814326,1.105263158,1,103.6872368,1
RT @Team_Inquirer: Ngayon ay nandito na kami...marami kaming sisingilin sa gobyerno.\ -Celia Veloso https://t.co/LQzca5eS1r #MaryJane http",139,5,7.75,16,16,12,94,1,13,16,15,2,16,26.0325,26.28,14.16289474,0.7936,19.28718652,2.0625,11,18.5245,1
Saddened by the fact that a lot of Filipinos are misinformed because they were not able to receive proper education to help them understand.,140,1,4.875,24,23,2,114,0,22,1,23,0,1,17.26666667,21.26666667,17.84875,1.1904,14.55459255,1.208333333,10,66.15,1
"I'm at Office of the Cantonment Board, Wah Cantt. in Wah Cantt, Punjab https://t.co/6o8fr17OVg",94,2,5.785714286,14,13,11,57,1,8,9,13,4,9,19.45142857,11.37142857,9.644,0.6944,3.1291,0.428571429,-1,115.13,1
"I'm at Ana Khan Residence in Wah Cantt, Punjab w/ @inayat587 https://t.co/26b4eUnWOM",84,1,6.083333333,12,12,11,47,1,8,9,11,6,9,22.89333333,14.8,11.89153846,0.5952,8.841846275,0.583333333,3,95.955,1
I wish I could fast forward time to see if it's worth it..,58,2,3.538461538,13,12,2,41,2,12,3,12,0,3,5.88,2.6,5.359230769,0.6448,3.1291,0.384615385,-4,135.1605769,1
Officially on my #wishlist #SonySHAKE44D http://t.co/5XynnNbzlf,63,1,9.666666667,6,6,10,38,0,6,7,5,3,7,41.00666667,15.73333333,22.03714286,0.2976,3.1291,0.5,6,59.745,1
"RT @gangbadoy: What a sombre reminder for us to work very hard to provide jobs for each other within the country.  \
\
#MaryJaneVeloso",134,1,4.583333333,24,21,6,98,1,19,6,22,0,6,15.79666667,17.93333333,10.27875,1.1904,11.20814326,0.75,8,80.25,1
When you were taken in for a ride... https://t.co/EoA2FUZUt4,60,4,5.777777778,9,9,7,35,0,10,8,8,2,8,10.24444444,9.788888889,6.141666667,0.4464,3.1291,0.444444444,0,101.15125,1
Movietime!  #freeticket #avengers #thankful https://t.co/haw98JSuAG,67,2,12.4,5,5,5,46,0,6,9,5,2,9,51.152,33,31.88,0.248,14.55459255,2.4,18,-32.5825,1
RT @BBAnimals: Don't say anything just rt https://t.co/z8gnKddHpO,65,1,7.25,8,8,9,40,1,8,8,7,1,8,28.275,13.2,14.31333333,0.3968,3.1291,0.75,-1,114.115,1
Adorable - dogs as \ball boys\" in a practice match between Venus Williams and Svetlana Kuznetsova! http://t.co/Hhray2ehtL",123,2,6.294117647,17,17,7,88,0,13,11,16,1,11,23.26117647,19.87058824,14.99333333,0.8432,14.55459255,1.411764706,7,58.86632353,1
"@pueblokc Well it's too bad, for people like me, who used it everyday. I'll miss it.",84,2,4.3125,16,16,2,60,1,16,7,15,0,7,11.37,10.7,6.414375,0.7936,8.841846275,0.875,2,98.2525,1
"Enter for the chance to @visitsandiego the #MissionBayWay with airfare, hotel and more! http://t.co/e0B4Ln0siS http://t.co/zW3fojNGlz",133,3,7.933333333,15,14,10,91,0,17,14,14,4,14,30.416,12.66666667,17.69803922,0.744,14.55459255,1.133333333,5,66.4,1
"That's how YOU make shit happen, @tweetIikeagod. https://t.co/lrm1LToYWn",72,2,8.125,8,8,9,46,1,8,9,7,1,9,29.72,16.6,16.18,0.3968,8.841846275,0.375,4,75.875,1
"Goodbye, #Grooveshark. @iHeartRadio will replace you.",53,2,8,6,6,4,39,0,3,5,5,0,5,26.27333333,34.53333333,19.32,0.2976,11.20814326,2.5,11,20.49,1
Ahhhh the @nbcsvu crossover was so good! Need more episodes now! @Mariska @FINALLEVEL  @TheDannyPino,100,2,6.142857143,14,14,16,64,1,9,6,14,0,6,21.97142857,17.08571429,19.21285714,0.6944,13.0238668,0.928571429,5,72.83,1
"RT @MeetAnimals: They Saw Something In The Distance, Then It Decided To Come A LOT Closer\
\
http://t.co/v9rlEr8ZLx http://t.co/fx88F0IUJX",138,2,6.315789474,19,19,28,72,3,6,15,16,5,15,23.79157895,14.32631579,12.57285714,0.9424,13.0238668,0.631578947,1,108.1398684,1
@BuzzFeedUK why do I find this so ridiculous funny?,51,1,4.777777778,9,9,5,36,1,7,2,8,0,2,14.23111111,12.48888889,9.76,0.4464,8.841846275,0.666666667,5,75.5,1
@KITKATFISHER every time it comes on tv I have to change the channel! It's so sad. Did you watch Blackfish?,107,3,4.4,20,20,16,67,2,16,5,19,0,5,11.218,8.666666667,8.2975,0.992,8.841846275,0.45,-1,111.2383333,1
Been watching @nbcsvu for 2 days straight now. I had a dream last night I was in the show. I have problems.,107,3,3.909090909,22,20,4,77,3,17,4,21,1,4,8.761818182,2.933333333,4.073939394,1.0912,3.1291,0.090909091,-5,141.7098485,1
Feeding thy soul before sleeping. ,34,1,5.8,5,5,1,27,0,4,1,5,0,1,18.264,26,11.214,0.248,3.1291,1.8,3,83.32,1
Dadating na si Erich!!! #Forevermore,36,3,6.4,5,5,3,25,0,2,4,4,0,4,8.776,16.66666667,14.982,0.248,8.841846275,1.2,6,52.86333333,1
@binibiningboss fb!,19,1,9,2,2,0,16,0,2,2,1,0,2,25.26,20.8,24.315,0.0992,8.841846275,1.5,15,-6.695,1
"@buzzandhum Next cat / beer match, @Garage_Project Death From Above! #decklife",78,1,6.181818182,11,11,6,55,0,5,7,10,0,7,23.20363636,18.94545455,17.46818182,0.5456,11.20814326,0.818181818,7,64.92454545,1
@buzzandhum Dark beer. Dark cat. Winning.,41,3,6,6,5,3,29,0,3,4,5,0,4,9.58,7.466666667,7.83,0.2976,8.841846275,0.5,3,77.905,1
@BexieLady One for the old blog then? :) Shorten the chain perhaps?,67,2,4.666666667,12,11,4,47,0,8,5,11,0,5,12.09666667,5.733333333,10.8675,0.5952,8.841846275,0.416666667,-1,116.145,1
@TODAYshow just shady Presidential Calendar  u show Bill Clinton not Running for President. His calendar before Hilary really. Shade,132,2,5.947368421,19,19,14,96,0,9,3,19,0,3,21.93473684,20.64210526,13.46719298,0.9424,15.90318901,1.105263158,9,50.25565789,1
Good Mom did what's right for her son different circumstances but another mother do same thing No riots and CPS coming for her. #ToyaGraham,139,1,4.833333333,24,23,8,105,1,20,3,23,0,3,17.02166667,16.26666667,11.45625,1.1904,11.20814326,0.541666667,7,90.825,1
You can disagree without hate.,30,1,5.2,5,5,1,24,0,4,1,4,0,1,13.56,26,8.388,0.248,3.1291,1.8,3,83.32,1
caught  the view talking about hip hop vs Jenner @TheView ladies \View Shaming\" Eric Sermon because his View isn't theirs. Hypocrites",135,1,5.428571429,21,21,9,98,0,14,7,21,0,7,20.59047619,17.92380952,13.65,1.0416,8.841846275,0.761904762,8,76.74857143,1
Do what you did before FB! KEEP IT TO YOURSELF . http://t.co/AdIkHMJR6c,71,3,5,12,12,25,27,5,7,7,11,1,7,11.59,14.93333333,6.8675,0.5952,3.1291,0.5,-7,153.425,1
Midterm is finally over and it's a long weekend! Can't wait to get some sleep! ,79,2,4.266666667,15,15,2,58,0,15,4,15,0,4,11.22133333,8.333333333,10.562,0.744,3.1291,0.6,1,103.3425,1
"I'm at SM City Cebu - @smsupermalls in Cebu City, Cebu https://t.co/uCh5kAykec",78,1,5.583333333,12,10,10,47,2,7,9,11,1,9,19.95333333,11.46666667,9.717692308,0.5952,11.20814326,0.583333333,5,81.855,1
Roads are closed in Colon area. Nag procession sad ko from sangkarlos to pier tres ,83,1,4.533333333,15,15,3,64,0,12,1,15,0,1,14.76266667,14,7.44,0.744,8.841846275,0.933333333,5,84.45,1
Forever alone ?? @ Bo's Coffee Raintree Mall https://t.co/EosvRvg5GA,68,3,6.666666667,9,9,9,41,0,5,9,8,1,9,18.76,23.42222222,12.627,0.4464,3.1291,1.333333333,-1,109.79,1
@lucasmarc g. If you can ,25,1,4,5,5,1,17,0,4,2,5,0,2,7.68,18,0.544,0.248,8.841846275,1.2,1,100.24,1
Ill wait for you ah ;) haha  wag ganun hahaha http://t.co/v6yIgwQbau,68,1,5.181818182,11,11,3,46,0,11,7,11,1,7,17.85818182,15.30909091,7.8675,0.5456,11.20814326,0.818181818,5,80.30636364,1
Rockin to WBBZ this AM. That bass line from Duran Duran on Rio is just badass.,78,2,3.9375,16,15,11,50,2,9,2,15,0,2,9.165,3.2,4.648125,0.7936,3.1291,0.3125,1,103.54,1
Saw a funnel cloud- no mistaking it. Tornado sirens blew at Otoe-Missoura rez. Got boat out of lake to be safe. #okwx,117,3,4.363636364,22,22,5,85,0,18,6,21,0,6,11.43454545,8.387878788,5.084090909,1.0912,11.20814326,0.681818182,2,91.71893939,1
Tornado sirens while on the lake. Uh-oh.,40,2,4.857142857,7,7,2,29,0,6,3,6,0,3,9.342857143,7.114285714,5.215714286,0.3472,8.841846275,0.571428571,4,70.33964286,1
"I thought my lack of #5 would do me in, but 4 fish for 17lbs was enough for the win! #ABAfishing #soonerperformancerods",119,1,4.454545455,22,21,4,85,1,18,5,21,4,5,14.66,14.25454545,15.04681818,1.0912,8.841846275,0.409090909,4,107.5959091,1
Half mile hike to find a restroom in full wet rain gear. Oh boy. #gottago,73,2,3.933333333,15,15,2,54,0,13,3,14,0,3,8.869333333,8.333333333,2.736,0.744,8.841846275,0.733333333,0,108.9825,1
Non-spoilery Avengers 2 reaction: different than I expected. But not in a bad way. Loved it.,92,3,4.8125,16,16,5,66,1,11,5,15,1,5,12.46,14.63333333,6.847291667,0.7936,8.841846275,1.0625,2,90.38416667,1
ASSSSEEEEEEMMMMBBBBLLLEEEEE https://t.co/qDRxRZ2UXS,51,1,25,2,2,34,10,1,3,5,1,1,5,119.34,20.8,57.82,0.0992,3.1291,0,-9,162.505,1
Can anyone fill me in on the baltimore riots? same case as ferguson?,68,2,4.307692308,13,13,1,53,0,12,2,12,0,2,10.40307692,11.83076923,9.706923077,0.6448,11.20814326,0.923076923,1,102.6221154,1
#bodybutteralbums http://t.co/as1CTRMNrO,40,1,19.5,2,2,6,26,0,4,6,1,1,6,87,40.8,40.55,0.0992,8.841846275,1.5,32,-133.595,1
@simonpomery waaaaa it's fucking brilliant!,43,1,7.8,5,5,0,36,0,6,3,4,0,3,28.848,26,21.576,0.248,11.20814326,1.8,15,-1.28,1
"RT @simonpomery: Gota gete outa the Hedj maize.But thers bige problam. Evrey stepe,youm gete One yere oldere. \
Hapey birtdoy. \
O deare. @Un",141,5,4.916666667,24,22,10,97,2,15,11,21,0,11,12.57833333,18.58666667,5.522133333,1.1904,14.55459255,1.166666667,3,85.638,1
And goodnight... #hum #promogirl https://t.co/rKFEzMre7E,56,4,10.4,5,5,6,35,0,6,10,4,1,10,26.376,24.5,19.605,0.248,8.841846275,1.2,4,70.20625,1
Getting hot real quick! https://t.co/mIHeXeT8zN,47,2,8.6,5,5,6,30,0,6,6,4,1,6,27.632,9,16.18,0.248,8.841846275,0.6,0,102.7775,1
Did I tell you it's about that time!!! #quartercentury #maybae https://t.co/xbhyOPgn1f,86,4,6.909090909,11,11,4,60,1,12,11,10,1,11,19.40727273,19.28181818,14.9325,0.5456,8.841846275,1.181818182,5,65.60738636,1
RT @antonioaparec16: As pessoas apontam seus defeitos.. como se os delas fossem abstratos e invisveis.!,103,4,5.933333333,15,15,3,78,1,13,6,14,2,6,16.68266667,17.5,10.37979167,0.744,14.55459255,1.2,7,50.74875,1
"So sorry if she chose being out that late night, we're grown souls.",67,1,4.230769231,13,13,1,51,0,13,3,12,0,3,12.22769231,5.2,8.982307692,0.6448,3.1291,0.307692308,0,115.5476923,1
"I can't even afford a bullet proof vest, even worse owning that ak-47.",70,1,4.461538462,13,12,1,51,1,13,4,12,2,4,13.58461538,5.2,10.06923077,0.6448,3.1291,0.076923077,4,89.51692308,1
She once told me that wasn't a bad idea to buy ourselves a weapon for legitimate defense.,89,1,4.294117647,17,16,1,70,0,17,2,16,0,2,13.24235294,18.56470588,11.45117647,0.8432,13.0238668,1.176470588,7,75.12117647,1
King is dead. Long live the King! RIP my dear friend. http://t.co/xOAovw1HYB,76,4,5.416666667,12,12,11,45,1,10,8,11,1,8,11.57333333,4.533333333,5.918846154,0.5952,3.1291,0.166666667,-6,140.34,1
"RT @rgrilec: Kako glupi smo Slovenci? Na ceki javni TV stavne kvote tik pred zacetkom tekme, gladko product placement med studiji, Pri na",137,1,5,23,23,8,102,2,17,5,22,0,5,17.9373913,16.15652174,18.12521739,1.1408,13.0238668,0.52173913,10,62.1073913,1
@Rok_Novak me je preinilo. Obstoj absolutne vrednosti onemogoca prostovoljno trgovanje torej je mono le prisilno. @surfon,121,2,6.625,16,15,3,98,0,14,5,15,0,5,24.9675,23.2,15.67854167,0.7936,18.24360595,1.5,10,34.8025,1
"@rok_novak bolj na to, da je clovek ceteris paribus bolj zadovoljen, ce ima neke stvari vec. @surfon",100,1,4.941176471,17,16,0,78,0,17,6,16,0,6,17.04705882,16.21176471,9.971764706,0.8432,14.55459255,0.941176471,10,50.23882353,1
Time to assemble The Avengers! :D #Lovedit #AgeOfUltron #AgentsofSHIELD #MCU #NeedtoWatchItAgain,96,1,7.818181818,11,11,22,57,2,2,7,10,0,7,32.82545455,26.21818182,25.17545455,0.5456,13.0238668,0.909090909,8,57.23363636,1
#RIPSabeen trending worldwide http://t.co/hWGXKkeFGa,52,1,12.25,4,4,10,33,0,5,6,3,0,6,53.24,31.6,27.862,0.1984,8.841846275,2.25,10,33.575,1
So bloody sad! https://t.co/zFL4u5i4Ys,38,2,8.75,4,4,4,22,0,5,6,3,3,6,25.26,20.8,14.674,0.1984,8.841846275,1.5,6,56.755,1
RT @dawn_com: #Pakistan struggled to get out of the blocks throughout the innings http://t.co/snLMcoxS5J http://t.co/EpSfW0FKLu,127,2,7.533333333,15,14,13,84,1,17,14,14,2,14,30.03733333,11,16.03568627,0.744,8.841846275,0.866666667,2,92.0625,1
Sad Kai http://t.co/zjRcUyhw0r,30,1,9.333333333,3,3,4,18,0,3,5,2,1,5,33.13333333,14.53333333,13.7175,0.1488,3.1291,1,1,90.99,1
RT @HadesNewYork: 'NYC Thrillers' Limited Release. Dropping 5.01.2015 via http://t.co/R7A2PRLzwb http://t.co/uZCPuhhJ1i,119,5,9.909090909,11,11,21,61,2,7,17,10,10,17,34.35636364,15.42545455,15.302,0.5456,14.55459255,1.363636364,6,58.47472727,1
http://t.co/D0QwCRRllK,22,1,22,1,1,6,10,0,3,5,0,1,5,83.96,0.4,28.525,0.0496,3.1291,0,-3,121.22,1
RT @HipHopRelevant: [NEW] @REYKAI_ - \Yea Boy\"  http://t.co/lqXo1toReP",72,1,8,8,8,19,28,3,3,16,8,1,16,33.42,23.2,17.97666667,0.3968,11.20814326,1.5,4,82.39,1
RT @Jalopnik: NASCAR open test interrupted for cutest reason ever http://t.co/efubMiIupX http://t.co/MaOmjGg6F6,111,2,8.333333333,12,12,16,70,2,13,12,11,2,12,33.65666667,19.06666667,17.57404762,0.5952,13.0238668,1,5,66.795,1
"RT @NESN: Tom Brady, David Ortizs http://t.co/td41aZ8Ibf Results Will Make You Chuckle (Photos) http://t.co/OKDb2VC3uU",118,2,7.5,14,14,24,61,2,6,15,13,5,15,29.53142857,11.37142857,15.38416667,0.6944,3.1291,0.214285714,3,84.91571429,1
RT @latimes: Mayweather to post 'Suge' Knight's $10 million bail if he wins #MayPac fight:  http://t.co/Ek4ENurUxE http://t.co/aXzzA4tLQv,137,2,7.058823529,17,17,16,82,1,16,18,17,4,18,28.10352941,17.51764706,15.20245614,0.8432,8.841846275,0.764705882,2,98.67808824,1
This is just plain trouble (even though it guessed I was 14 years younger than I actually am): http://t.co/shWswLSLhp,117,1,5.210526316,19,18,7,82,2,17,8,18,2,8,18.85052632,18.12631579,10.888,0.9424,3.1291,0.894736842,5,89.59210526,1
"RT @chadjshanks: I may have been the first person in history to be fired due to an emoji combination. That's something, I guess.",128,2,4.608695652,23,21,5,95,3,20,6,22,0,6,14.34956522,11.55652174,9.917826087,1.1408,14.55459255,0.956521739,3,92.17119565,1
one person unfollowed me // automatically checked by http://t.co/SkCZKA7NYR,75,1,7.444444444,9,9,8,51,0,10,7,8,1,7,29.91111111,16.93333333,15.924,0.4464,11.20814326,1,5,75.5,1
"RT @PrincessFrance: Ihanda ang tissue, towel, blender, mortar and pestle... #ForevermoreDurog tonight ",102,3,7.5,12,12,7,74,1,8,9,12,0,9,26.78,14.93333333,19.6425,0.5952,11.20814326,0.833333333,13,12.425,1
Experimenting with the soup: celery soup with tossed green salad abs seared ocean trout https://t.co/nJmQFhGvux,111,1,6.466666667,15,14,5,86,0,16,6,14,0,6,25.73866667,16.66666667,14.95125,0.744,8.841846275,1,8,67.53,1
"Moroccan spice rubbed barramundi, couscous with dried fruit, tossed green salad with lemon dressing https://t.co/ACOhwlktGR",123,1,7.266666667,15,14,6,96,0,16,7,14,0,7,30.44266667,16.66666667,18.48375,0.744,11.20814326,0.733333333,10,50.61,1
RT @tohosync: Creeping on da bootay http://t.co/nh9QeovASr,58,1,7.428571429,7,7,6,38,1,7,7,6,1,7,28.69142857,25.65714286,14.12875,0.3472,8.841846275,1.714285714,4,78.87285714,1
You want to impress people with how fast you can think on your... More for Gemini http://t.co/4lPPypriEt,104,4,5.176470588,17,17,6,73,0,16,8,16,1,8,13.20705882,15.81764706,7.475,0.8432,11.20814326,1.176470588,2,88.06242647,1
@Jaenamor I did uaagi ;A; so much perfection in one video. She's outdone herself rly,84,1,4.666666667,15,15,4,61,2,12,5,14,0,5,15.15466667,19.33333333,8.068,0.744,8.841846275,1.266666667,4,95.73,1
@skeptical_sue /sniffs. ME TOO ;A; THE FULL EFFECT JUST BLOWS YOU AWAY,70,1,4.916666667,12,12,35,18,10,2,6,11,0,6,16.03333333,14.8,8.26,0.5952,8.841846275,0.25,-7,166.455,1
@skeptical_sue HOLD ME...I CAN'T....WHEN THE CAMERA FOCUSED ON HER I WAS DONE,77,7,5.5,12,12,44,12,14,1,10,11,0,10,4.663333333,10.68571429,4.453333333,0.5952,8.841846275,0.25,-12,183.945,1
@rpipkin95  https://t.co/VEeovRoIly,35,1,16.5,2,2,4,21,0,4,6,2,2,6,72.3,20.8,32.7,0.0992,8.841846275,1.5,15,-6.695,1
RT @omgthatspunny: Knot to get your hopes up http://t.co/njxkZIhh5q,67,1,6.555555556,9,9,5,46,1,9,7,8,1,7,24.68444444,12.48888889,12.156,0.4464,8.841846275,0.777777778,5,75.5,1
"RT @captainmarvel: OFFICIAL: Nicole Perlman &amp; Meg LeFauve to co-write #CaptainMarvel, coming November 2, 2018! http://t.co/bEgRQpXalJ http:",143,2,7.470588235,17,17,23,83,2,10,16,16,5,16,30.17882353,22.22352941,20.22666667,0.8432,13.0238668,1.117647059,5,73.79573529,1
WHY DO YOU KEEP KILLING CISCO? #TheFlash,40,1,4.857142857,7,7,26,6,6,0,2,6,0,2,13.57142857,8.514285714,8.984285714,0.3472,3.1291,0,-9,175.5585714,1
I'm just now watching \Paris Is Burning\" and it's ber fab and now I'm really disappointed in myself for not watching it sooner.",129,1,4.652173913,23,19,5,94,2,21,8,22,0,8,15.89217391,14.4173913,9.69,1.1408,8.841846275,0.565217391,5,98.89,1
Why'd no one tell me Hozier was coming? I could've gone and sang along to the only song I know like the rest of you assholes! ,126,2,3.846153846,26,24,4,92,2,24,4,26,0,4,10.41846154,11.35384615,14.21423077,1.2896,8.841846275,0.769230769,1,109.04,1
I think the girl awkwardly singing behind me in line is hoping someone will give her a compliment but it's not gonna come from me. #ThaFuck,139,1,4.384615385,26,26,3,108,1,25,3,25,0,3,14.49692308,15.01538462,9.888076923,1.2896,3.1291,0.461538462,6,99.09884615,1
Yay! I just felt my first earthquake in weeks! I miss all the good ones.,72,3,3.866666667,15,14,3,52,2,12,3,14,0,3,6.504,7.333333333,8.364,0.744,3.1291,0.533333333,-4,134.08,1
Good morning! Day 81 not smoking.,33,2,4.666666667,6,6,2,22,0,3,2,5,2,2,6.673333333,1.2,6.69,0.2976,3.1291,0.5,-1,105.09,1
