Account,NumberOfTotalCharactersMean, NumberOfTotalCharactersStd, NumberOfUppercaseCharactersMean,NumberOfUppercaseCharactersStd, NumberOfLowercaseCharactersMean,NumberOfLowercaseCharactersStd, NumberOfSpecialCharactersMean, NumberOfSpecialCharactersStd, NumberOfNumbersMean, NumberOfNumbersStd, NumberOfBlanksMean, NumberOfBlanksStd, NumberOfWordsMean, NumberOfWordsStd, AverageLengthOfWordsMean,AverageLengthOfWordsStd, NumberOfPropositionsMean, NumberOfPropositionsStd, AverageLengthOfPropositionsMean,AverageLengthOfPropositionsStd, NumberOfPunctuationCharactersMean, NumberOfPunctuationCharactersStd, NumberOfLowercaseWordsMean, NumberOfLowercaseWordsStd, NumberOfUppercaseWordsMean,NumberOfUppercaseWordsStd, VocabularyRichnessMean, VocabularyRichnessStd, FleschKincaidGradeLevelMean, FleschKincaidGradeLevelStd, FleschReadingEaseMean,FleschReadingEaseStd, DaleChallReadabilityMean, DaleChallReadabilityStd, AutomatedReadabilityIndexMean, AutomatedReadabilityIndexStd, ColemanLiauIndexMean, ColemanLiauIndexStd, GunningFogMean, GunningFogStd,SMOG(SimpleMeasureOfGobbledygook)Mean,SMOG(SimpleMeasureOfGobbledygook)Std,LinsearWriteMean,LinsearWriteStd,Class
59,79.36363636,40.01122432,5.545454545,4.632499875,52.51515152,28.74561491,8.606060606,15.39960526,0.939393939,1.253827931,11.75757576,7.402007521,12.33333333,7.420964026,6.491212121,1.648495655,3.303030303,8.494150745,7.524545455,5.610228803,6.060606061,15.40157291,9.303030303,6.960863968,0.818181818,0.715818898,0.985151515,0.044457757,7.127272727,5.827535095,58.55757576,43.58416776,14.76333333,5.987241317,17.05454545,26.61660556,12.49878788,10.48204894,9.946666667,6.460847898,0.375757576,1.480178184,4.76,3.536393472,1
60,69.58333333,28.58600571,7.291666667,6.254859222,45.45833333,21.09498196,5.708333333,3.445760277,1.541666667,2.235679738,9.583333333,4.932178919,10.04166667,4.513675209,6.000416667,1.766136271,1.333333333,0.745355992,8.58,4.151996508,3.041666667,2.050999079,7.041666667,3.724683059,1.083333333,0.953793595,0.988333333,0.031180478,7.604166667,5.150281478,54.83958333,40.44549094,16.49458333,11.66191271,15.12083333,15.71610053,14.24583333,10.80909298,9.080833333,6.380544593,0.129166667,0.619461572,4.33,2.330350474,1
61,70.4,38.48168395,5.766666667,6.130162224,46.53333333,27.26748165,7.133333333,13.97791909,0.966666667,1.991370271,10,6.470445631,10.83333333,6.476024158,6.639,1.55728685,2.933333333,6.752448116,6.533,4.730482815,4.933333333,13.75241393,7.166666667,5.196686979,0.533333333,0.763034876,0.995,0.018752778,5.733333333,5.420352592,67.763,36.40131547,14.558,6.632543203,24.23,68.35640497,11.23233333,10.17027816,7.475,6.3152655,0.103333333,0.55646703,4.430666667,3.759708263,1
62,68.31428571,42.95962984,6.428571429,5.919873137,46.77142857,31.67340995,5.857142857,4.421653583,0.657142857,1.093953698,8.6,6.560487787,9.342857143,6.620068438,7.152857143,3.796296369,1.542857143,0.768778517,6.461714286,4.132403303,2.914285714,2.77098671,6.828571429,5.557418282,0.8,1.09021623,0.979142857,0.059683519,10.37428571,11.13758996,33.95457143,82.28059075,16.86685714,10.53505245,19.50857143,20.6329469,17.79314286,18.59543228,11.18428571,9.638687014,0.182857143,1.066231204,4.221428571,3.449519339,1
63,71.91304348,36.43208457,6.826086957,7.148439622,48.30434783,24.06772109,5.913043478,4.817658131,1,1.103354569,9.869565217,5.519170919,10.56521739,5.483779139,6.84173913,2.564855538,1.565217391,0.770436746,7.23173913,3.704015039,3.304347826,3.249545555,7.52173913,4.470867684,1,1.641844138,0.995217391,0.022432423,7.165217391,8.018544197,57.18956522,59.50816966,12.88608696,5.622344969,12.63478261,12.19713468,12.52565217,11.83825039,9.640434783,10.42803932,0.27826087,1.305159168,3.779130435,2.262255345,1
64,66.58333333,40.54104573,6.25,6.404750841,45.70833333,28.99781481,4.416666667,3.684615162,0.625,0.856956825,9.583333333,6.594926501,10.41666667,6.582278396,6.160416667,1.963819576,1.458333333,0.865022479,8.434166667,6.225101014,2.291666667,2.030582155,7.666666667,5.128894184,0.875,1.092111869,0.934166667,0.219125471,6.591666667,5.535711086,63.07416667,39.11286009,12.59875,9.246152494,10.8125,9.762014499,10.4575,8.028874584,8,5.26844142,0.729166667,2.433871944,4.510416667,3.893423386,1
65,56.72727273,39.95017558,5.787878788,7.322681972,38.36363636,29.01286881,4.212121212,4.255175642,0.757575758,1.326428402,7.606060606,7.194018534,8.515151515,7.228400268,6.654242424,2.938255543,1.242424242,0.604543556,6.71969697,4.69354714,2.303030303,3.270481834,5.909090909,6.302301823,0.727272727,1.562296819,0.994242424,0.022966419,7.063636364,6.666779613,57.69515152,48.91703862,16.78212121,9.661345586,16.41515152,14.79955202,13.98787879,12.993593,9.073939394,8.64341576,0,0,3.795454545,3.784665304,1
66,88.07692308,41.86877217,5.820512821,4.835084359,59.33333333,31.50118706,7.974358974,15.49108458,1.384615385,1.748484833,13.56410256,7.135303604,14.23076923,6.996195077,6.245128205,1.781992362,2.692307692,6.160893401,9.807179487,6.523700361,5.717948718,15.35719779,10.69230769,6.489256787,0.641025641,0.891187036,0.984871795,0.030790591,6.835897436,5.327841107,64.89358974,38.36725804,12.54102564,5.805477429,14.22051282,25.07290068,9.671025641,7.497792425,8.308974359,6.611178876,0.728205128,2.16569391,5.824871795,3.971841833,1
67,90.47826087,41.27307741,5.565217391,4.932818993,58.52173913,33.01234231,12.47826087,21.84504633,0.739130435,1.451158197,13.17391304,7.428805123,13.91304348,7.436180901,7.490869565,4.291205276,5.043478261,10.46932688,8.076086957,6.220284307,10.13043478,21.68009375,9.869565217,7.356182539,0.869565217,1.153608623,0.973478261,0.064579489,9.560869565,8.961790346,42.94086957,66.80966527,15.71956522,8.03018841,29.49565217,52.5470512,16.84695652,18.39300894,10.41869565,6.138119174,0.382608696,1.794593856,6.155652174,4.216113836,1
68,74,41.67307478,6.322580645,6.712468402,48.58064516,29.55560554,6.35483871,7.059874746,1.451612903,2.269556013,11.29032258,7.466888407,11.29032258,6.721144048,6.375806452,1.757020525,1.870967742,1.641044818,7.814516129,5.46131193,3.387096774,4.300618255,8.451612903,6.153093686,0.838709677,1.346363662,0.956774194,0.0978276,6.093548387,3.63210909,65.9216129,26.91812905,12.04225806,6.365514808,10.66451613,7.979067307,10.14483871,7.456536804,8.592903226,5.267743713,0.712903226,2.238193675,4.337096774,3.237709459,1
69,91.98148148,41.40964762,7.925925926,7.786150696,59.12962963,32.50814502,10.44444444,14.41920872,1.314814815,2.007615815,13.16666667,7.015195148,13.64814815,6.92327638,6.23462963,2.483219768,3.388888889,7.301488095,9.035555556,5.672131243,7.166666667,14.35882746,8.87037037,6.397471423,1.092592593,1.443613246,0.927962963,0.227908198,6.801851852,7.611942146,62.12796296,52.79037024,13.77351852,7.721965101,13.98148148,11.04428919,12.57296296,11.29038408,9.272962963,6.841835802,1.503703704,3.207569921,5.580740741,3.659495944,1
70,67.68888889,41.5247301,7.155555556,6.373401518,43.11111111,31.42484666,7.844444444,5.981287693,0.777777778,1.133115447,8.8,6.588204949,9.466666667,6.479368968,6.136666667,2.248999778,2.088888889,1.871686372,6.493111111,5.28195453,4.933333333,4.827697864,6.466666667,6.053832579,1.155555556,1.228468885,0.969111111,0.073418805,8.471111111,6.510662101,47.08222222,48.03388095,17.47688889,12.40761322,24.05333333,35.90013061,14.69133333,12.92063115,8.44,8.031739261,0.488888889,1.837174427,4.170222222,3.696030597,1
71,76.02702703,40.43311894,8.189189189,11.58479394,48.08108108,26.6908005,7.675675676,12.33990244,1.216216216,1.919109241,10.86486486,6.005232683,11.51351351,6.052123244,6.739459459,2.428262582,2.27027027,3.943168219,7.820540541,3.991389344,5.459459459,11.45990565,7.594594595,4.778665761,1.135135135,2.231980846,0.984054054,0.048068614,6.040540541,5.137170294,66.34594595,36.6922773,13.12459459,5.600962559,12.87297297,13.0988683,11.2672973,9.158330619,8.074324324,6.952838635,0.578378378,2.132899959,4.452702703,2.720455694,1
72,67.26086957,42.38510546,5.586956522,4.296490413,44.76086957,31.27311999,6.217391304,5.102910693,1.108695652,1.947442703,9.586956522,7.674282538,10.17391304,7.349369532,7.041521739,3.598386092,1.934782609,2.624319157,7.813913043,6.669139987,3.717391304,3.932379761,7.565217391,6.716793276,0.5,0.651086049,0.983043478,0.053684649,7.797826087,7.785367801,52.70521739,57.15412856,15.39891304,9.121293822,18.95434783,26.13936484,15.04326087,20.15422742,9.829565217,8.217318656,0.526086957,2.039227772,4.305652174,3.732234237,1
73,60.85294118,35.44268974,5.205882353,7.024241268,41.97058824,26.47583281,3.470588235,3.050894701,0.647058824,1.347816381,9.558823529,6.920520112,10.38235294,6.885682955,6.284117647,1.642612907,1.411764706,0.732347035,8.666764706,6.646080986,1.823529412,1.723037472,7.735294118,6.468515711,1,2.057983022,0.993529412,0.037170699,5.679411765,4.914012342,70.92588235,33.43793593,11.93882353,6.200545405,8.879411765,9.97180671,8.425882353,10.80251581,7.617352941,5.50034347,0,0,4.757352941,4.198426392,1
74,86.02325581,35.48238238,7.093023256,7.129414841,56.93023256,28.03518997,8.930232558,11.8917508,0.953488372,1.44598061,12.11627907,5.579069283,12.81395349,5.579263159,6.051627907,1.880886642,2.930232558,5.384712853,7.75744186,4.291901022,6.069767442,11.28364808,9.511627907,5.504214423,1.023255814,1.470459066,0.945116279,0.160831735,6.479069767,5.515203433,64.81162791,37.27399748,12.72837209,5.23314745,15.59534884,25.5091589,11.6972093,9.368820215,7.401860465,4.458125717,0.446511628,1.630429939,5.228604651,3.042755469,1
75,72.13333333,39.6734448,6.066666667,9.258989626,43.36666667,30.55975931,11.96666667,22.63402061,1,1.505545305,9.733333333,7.589173575,10,7.393691004,5.710666667,2.41434454,2.566666667,3.363364717,6.436333333,4.357402501,9.133333333,21.05664319,7.1,6.415346184,1.133333333,2.486407493,0.964,0.132327876,7.28,5.568207372,56.05866667,42.24917764,16.93866667,11.06097757,31.94666667,66.07636861,12.38433333,12.88605103,8.281,5.917053518,0.213333333,1.148835159,4.091666667,2.781998183,1
76,72.53333333,38.31338611,6.966666667,6.887105504,47.1,29.56839529,7.533333333,8.743505526,1.6,2.244994432,9.333333333,6.803593822,10.03333333,6.685722765,6.706666667,2.658052336,1.9,1.193035345,6.622333333,4.660722178,4.8,8.677173119,6.666666667,5.996295152,0.766666667,1.542364707,0.950666667,0.186081225,7.933333333,8.004970678,52.19466667,58.30197445,16.02633333,11.3586365,19.05666667,27.60215793,15.45733333,13.30458315,9.730666667,6.053588981,0,0,4.45,2.904307146,1
77,67.8974359,39.27862006,8.461538462,10.49992956,43.76923077,30.20397455,5.461538462,5.187984905,0.564102564,1.081188136,9.641025641,7.083701696,10.43589744,6.875429578,7.641538462,3.524646219,2.179487179,2.67822937,7.236153846,5.476851807,3.384615385,4.475662877,7,5.909575021,1.025641026,1.731861004,0.984358974,0.044479605,8.030769231,6.149344507,51.81282051,46.35808733,13.01307692,4.255337013,16.82820513,24.71452338,14.8574359,16.72893911,10.82615385,6.740123112,0.384615385,1.655687705,4.574871795,3.258569666,1
78,82.55319149,40.49050769,5.553191489,6.486675412,56.91489362,30.20133137,6.127659574,4.508228983,1.425531915,2.566102109,12.53191489,7.184057598,12.80851064,7.168602635,6.58787234,2.069049464,1.70212766,1.183483743,8.925319149,5.480809791,3.553191489,2.811893514,10.06382979,6.711071371,0.85106383,0.922040369,0.965319149,0.074515486,7.206382979,5.654800418,60.04787234,42.84579713,14.01765957,7.609990414,13.44468085,12.84880669,12.87085106,10.48047705,8.821914894,6.558780581,0.85106383,2.488601448,4.964680851,3.345056595,1
79,64.875,35.65262087,10.125,18.09077228,39.54166667,24.67957855,5.041666667,3.034237503,0.75,1.198957881,9.416666667,6.695251219,10.08333333,6.720098379,6.899166667,6.41453942,1.583333333,1.037491633,7.684166667,5.297709345,2.875,1.877775723,7.125,6.206934966,1.291666667,3.168584945,0.996666667,0.015986105,11.90833333,29.24085208,23.01625,212.0408782,13.83166667,11.76795319,17.90833333,31.7751202,17.6525,35.31487933,7.447916667,5.158264388,1.054166667,2.806982242,3.6425,2.117111338,1
80,74.46341463,37.08270096,6.170731707,6.88193974,47.63414634,28.93369721,9.463414634,11.44040243,0.731707317,1.361928157,10.46341463,6.382512545,10.82926829,5.909489842,5.907560976,2.030452047,2.756097561,4.160091977,7.136097561,5.128909872,6.853658537,11.34720547,7.682926829,5.778171811,0.902439024,1.679211169,0.967073171,0.073955949,4.965853659,6.282558503,72.4995122,42.16410761,14.29195122,5.618204825,22.94390244,44.79794774,10.15902439,14.72594422,6.71902439,5.271401815,0.717073171,2.20375538,4.231707317,3.155933554,1
81,81.75,37.2239842,6.40625,6.087175941,47.15625,32.91571564,14.71875,20.41328363,0.96875,1.629500978,12.5,6.745368782,13.15625,6.647882064,5.963125,2.455348037,6.46875,11.91371157,7.675625,5.827539113,11.875,20.58480933,8.0625,7.053091078,0.84375,1.092856778,0.9534375,0.174975166,6.21875,7.153514761,65.54,49.33424331,13.2521875,7.196558958,41.890625,96.6679541,10.355625,12.0928535,7.9803125,6.160477601,0,0,5.96875,3.512116305,1
82,64.36666667,35.29257083,5.5,4.709918612,42.33333333,25.34078838,6.6,8.796211306,0.833333333,1.67497927,9.1,6.929886964,9.866666667,6.955733047,6.826,2.13849885,2.633333333,4.651045283,6.091,3.994071732,4.666666667,8.042940314,7.233333333,6.375386699,0.866666667,1.146976702,0.976666667,0.056292885,6.783333333,6.426771265,59.493,47.23095469,15.58866667,7.961574272,16.99,17.41255007,14.52566667,11.96696973,8.689,7.40797289,0.24,1.292439554,4.054333333,2.531325981,1
83,73.16666667,39.0854477,5.866666667,4.57335277,50.1,28.67327443,6.2,4.578209257,0.9,1.135781669,10.1,6.992138443,11,7.080489625,6.377,2.731219691,1.533333333,0.763034876,7.739,4.955856031,3.533333333,3.313943606,8.033333333,6.305993622,0.666666667,0.745355992,0.975333333,0.10193898,7.74,4.79594273,53.60766667,37.21774377,17.96066667,12.35902718,16.66,16.78091376,14.91766667,12.29502276,8.428333333,5.036906513,0.813333333,2.444549493,4.366666667,3.290159402,1
84,76.84210526,39.32156655,7.815789474,8.487933426,49.10526316,30.88585903,8.421052632,6.331340504,1.236842105,2.082940868,10.26315789,6.560183769,10.97368421,6.242835228,6.103421053,2.270310988,2,1.100239208,6.886578947,5.251619939,4.894736842,4.81658032,7.789473684,5.974321784,1.052631579,1.431733738,0.950526316,0.163174872,5.792105263,6.451290429,68.36105263,42.81554844,14.60473684,8.881170423,15.27368421,14.79613542,12.76131579,12.73426215,7.542631579,5.201328618,0.510526316,2.165979719,4.625,3.673273135,1
85,79.58,37.97424917,6.36,4.702169712,50.54,27.38774178,9.68,15.87002205,1.36,1.894835085,11.64,6.999314252,12.02,6.667803236,6.0138,2.248524752,3,7.984985911,8.6804,5.456365076,6.7,15.25286858,8.06,5.456775605,1,0.938083152,0.98,0.050872389,7.81,6.939574915,53.6556,51.31745735,15.9926,11.71804639,27.978,72.91549983,13.6694,11.85382392,9.086,6.833149493,0.722,2.322954154,4.9366,3.034421599,1
86,87.30232558,42.62084591,7.953488372,7.338821553,59.86046512,29.95312725,6.23255814,4.296224461,0.837209302,1.396511144,12.41860465,6.71420763,13.06976744,6.693958918,6.714651163,1.717486466,1.604651163,0.866415628,8.986511628,5.280369915,3.23255814,2.239572315,9.674418605,6.133100928,1,0.940064322,0.953953488,0.077463856,7.441860465,4.854546302,60.30255814,34.4101515,12.98046512,4.639014006,12.73023256,9.614972212,12.40093023,8.473478409,10.05674419,6.494126047,0.779069767,2.436310415,6.110465116,4.089978082,1
87,72.22580645,32.9972723,4.096774194,3.821457573,44.64516129,24.97165927,12.48387097,26.5437812,0.741935484,0.949286385,10.25806452,6.510377532,11.06451613,6.29354756,6.157096774,2.242273031,2.741935484,6.324390788,7.772903226,4.851339152,10.67741935,26.11807815,8.096774194,5.590053602,0.741935484,0.841187407,0.984193548,0.042409235,5.429032258,9.13353246,70.2316129,67.0342573,13.67967742,8.903778641,30.81290323,70.00906274,10.67709677,18.58032469,8.007741935,10.67533235,0.351612903,1.465929402,3.962258065,2.449158789,1
88,75.22222222,44.37661491,6.583333333,9.816015824,43.80555556,31.36772886,13.77777778,28.93873904,0.861111111,1.294277529,10.19444444,7.050687297,10.91666667,7.185537172,6.604722222,2.204725337,3.5,7.83687863,7.088611111,4.378845708,11.30555556,28.52953581,7,6.141841924,0.972222222,1.848214019,0.983333333,0.052546276,7.163888889,5.661819141,57.79222222,41.81051384,15.3675,6.253149151,33.84444444,64.90405074,11.88416667,10.81247129,9.618333333,7.958324607,0.394444444,1.634683871,4.595,3.419882633,1
89,69.84615385,39.34237519,4.730769231,6.358263505,49.38461538,29.31929914,4.769230769,4.877796573,0.730769231,1.194786505,10.23076923,6.209841397,10.92307692,6.037849063,5.727307692,2.23366301,1.307692308,0.666173388,9.278846154,5.313411425,2.576923077,3.040408334,8.807692308,5.609190472,0.653846154,0.9584566,0.949230769,0.193050872,5.126923077,4.575482967,73.94461538,30.68579115,14.72615385,12.59748512,12.45384615,16.96793879,11.43346154,12.3814144,6.773461538,4.942105548,0.638461538,2.216038899,4.477307692,3.54116947,1
90,63.09375,37.40183767,7.15625,7.806685336,38.96875,26.03181272,7.65625,13.10202602,0.6875,1.210307296,8.625,6.223694642,9.3125,6.15648794,6.4871875,2.417991463,2.53125,4.828200849,5.7071875,4.041079864,5.09375,11.04071832,5.96875,4.895689271,0.9375,1.539835624,0.993125,0.03827838,8.196875,6.565320079,50.1259375,48.80192176,16.2378125,11.26507122,17.5125,18.1707483,14.6084375,12.763867,8.5753125,8.207077732,0,0,4.3046875,3.614064527,1
91,72.24444444,40.83362207,7.888888889,10.22681056,45.66666667,32.97338994,6.8,14.96900501,1.044444444,1.92013374,10.84444444,8.219098506,11.57777778,8.034616464,6.394444444,2.611619809,2.622222222,8.080948484,8.367777778,5.722376309,4.866666667,14.20578912,8,7.275529763,1.333333333,2.250925735,0.968888889,0.119149248,7.553333333,6.715937926,56.79088889,50.48529594,15.258,10.99284891,19.60444444,37.68974488,13.44577778,12.97135194,8.891111111,7.172926637,0.133333333,0.884433277,5.044444444,3.742135787,1
92,81.80645161,42.21941103,6.741935484,7.361485395,56.80645161,30.6093169,6.193548387,7.163614851,0.741935484,1.413477568,11.32258065,7.279609599,12.16129032,7.10336937,6.672580645,1.366877694,1.709677419,1.112786343,8.775806452,5.83648744,3.935483871,5.978107824,9.096774194,6.512295263,0.612903226,0.867975745,0.979032258,0.045105957,8.090322581,4.443142947,53.26096774,31.34963501,13.91709677,8.633311776,15.08387097,17.72161241,13.44677419,10.63202599,8.248064516,4.448483917,0.425806452,1.628569081,5.108709677,3.625027468,1
93,66.93023256,39.61876191,6.372093023,7.182094194,44.58139535,27.08404882,5.186046512,4.47346603,0.627906977,1.31225451,10.1627907,7.281484108,10.69767442,6.599981972,6.088837209,2.462779871,1.511627907,0.817599806,7.98255814,5.617247978,2.930232558,2.839876748,7.860465116,5.333446006,1.139534884,1.719672702,0.970465116,0.06823194,4.937209302,4.483874117,73.80744186,31.19641431,14.15744186,9.08216015,11.64651163,14.88650628,10.33930233,11.86579183,7.260697674,6.869374365,0.402325581,1.558545591,3.953488372,3.022684687,1
94,75.93939394,40.30560484,5.212121212,3.207543908,54.27272727,30.22969915,4.878787879,3.616105185,1.060606061,2.295442044,10.51515152,6.105741025,11.09090909,6.077098771,6.509090909,2.24721695,1.515151515,0.988454935,8.669090909,5.394991147,2.757575758,2.089371415,8.878787879,5.639458258,0.848484848,0.857099129,0.946363636,0.175806681,6.963636364,5.497758121,59.76848485,39.20309574,12.36060606,5.393799436,11.95454545,10.20926765,12.53575758,11.10606333,8.718787879,7.637103512,0.957575758,2.623440986,4.407575758,3.046176968,1
95,67.16363636,39.28069784,7.363636364,12.05346218,38.96363636,27.33094393,9.127272727,15.41316385,1.218181818,1.680810509,10.49090909,11.1565272,10.4,7.714449253,6.506727273,2.660118285,3.254545455,7.678110994,8.305636364,7.677752456,6.181818182,13.64629941,6.690909091,6.494396822,1.745454545,5.377455234,0.963454545,0.118647196,9.303636364,7.96423742,43.66745455,59.7075557,16.26345455,8.999383255,23.14909091,31.94120663,13.98454545,14.71048851,9.054363636,8.30723119,0.116363636,0.855094601,5.295454545,4.634380146,1
96,87.67857143,34.83128066,5.357142857,5.419635502,61.53571429,30.48826723,6.392857143,11.23876991,0.571428571,0.942207568,13.82142857,6.216645693,14.60714286,6.025773725,6.4025,1.267913429,2.5,4.075186236,10.08214286,6.270742356,4.678571429,10.85966841,11.07142857,6.469315328,0.821428571,1.255091671,0.980714286,0.042420394,6.185714286,4.356744712,68.93607143,31.67388789,11.80642857,7.377490482,13.18928571,17.91167495,9.827142857,8.62175316,9.084285714,4.837182938,0.457142857,1.869382742,5.711428571,2.975553627,1
97,77.65909091,45.95103282,7.886363636,8.282555351,45.56818182,32.091062,12,22.56606463,1.159090909,1.845672849,11.04545455,8.358323411,11.63636364,7.911702808,6.311136364,1.673052757,3.431818182,8.116755194,7.631590909,6.606827028,9.181818182,22.28051812,7.659090909,6.487551653,1.25,1.835570261,0.975681818,0.061252003,7.063636364,5.492643465,58.97659091,40.55953402,15.15931818,6.047144479,23,47.43661321,10.45659091,8.947966489,8.826590909,6.050598747,0.504545455,1.866688189,4.899545455,4.174210298,1
98,72.88888889,43.50507278,5.37037037,6.617306984,50.81481481,30.85934283,5.444444444,3.664982778,1.148148148,2.137906621,10.11111111,6.843939375,10.77777778,6.762277358,6.969259259,2.513918184,1.407407407,0.828173325,9.08037037,6.390682733,2.814814815,2.277702498,8.444444444,6.308919807,0.814814815,1.218287719,0.995925926,0.020773783,7.477777778,6.687153706,57.37666667,48.60664289,14.03111111,4.94881829,12.62222222,8.938693804,12.2762963,9.00785548,9.885925926,8.298537693,0.237037037,1.208656477,5.024814815,4.035524079,1
99,77.23333333,39.60108023,8.166666667,14.69712746,46.53333333,28.24149823,10.73333333,12.07734334,1.533333333,3.159465496,10.26666667,6.657994359,11.03333333,6.503759596,7.162333333,2.577722099,2.366666667,2.359142971,8.262666667,6.517372647,7.533333333,10.69184528,7.5,6.438167441,1.2,2.663331247,0.988333333,0.030450324,7.516666667,5.097521184,55.978,35.81727045,14.85633333,8.188698099,22.72,32.72238174,14.46566667,9.858102144,9.244666667,6.210763632,0.26,1.40014285,5.141666667,3.564689873,1
100,82.09433962,39.32796986,8.528301887,13.19176955,52.13207547,29.86576113,7.396226415,14.25289063,1.396226415,2.192092329,12.64150943,7.343574626,13.39622642,7.282285622,6.140943396,1.437318342,2.79245283,7.58687668,10.01811321,6.742635131,5.283018868,13.8269321,9.169811321,6.142139782,1.79245283,3.788555211,0.981509434,0.060294755,6.373584906,4.916708169,66.50830189,35.27135022,13.27886792,6.941954121,16.15849057,33.32336386,10.60188679,9.45969425,8.172264151,4.59204671,0.686792453,2.255311361,5.319811321,3.556929188,1
